name,party,year,geography,war,war_text
Mike Siegel,D,2020,TX-10,0.1,D+0.1
Mike Simpson,R,2024,ID-02,1.2,R+1.2
Mike Thompson,D,2024,CA-04,-2.1,R+2.1
Mike Turner,R,2024,OH-10,8.7,R+8.7
Mike Van Someren,D,2022,WI-05,-2.3,R+2.3
Mike Wade,R,2016,VA-04,6.0,R+6
Mikel Weisser,D,2016,AZ-04,5.4,D+5.4
Mikie Sherrill,D,2024,NJ-11,2.3,D+2.3
Mimi Walters,R,2018,CA-45,-1.7,D+1.7
Miram Levitt Flisser,R,2024,NY-16,-7.6,D+7.6
Miriam Berry,R,2020,VT-AL,-5.3,D+5.3
Miriam Flisser,R,2022,NY-16,5.9,R+5.9
Missi Hesketh,D,2024,MO-07,-0.2,R+0.2
Missy Cotter Smasal,D,2024,VA-02,1.1,D+1.1
Misty Plowright,D,2016,CO-05,-0.2,R+0.2
Mo Brooks,R,2018,AL-05,-7.8,D+7.8
Moe Brown,D,2020,SC-05,0.6,D+0.6
Moe Davis,D,2020,NC-11,2.7,D+2.7
Mondaire Jones,D,2024,NY-17,-3.8,R+3.8
Monica De La Cruz,R,2024,TX-15,-5.6,D+5.6
Monica Tranel,D,2024,MT-01,7.1,D+7.1
Monica Vernon,D,2016,IA-01,-4.8,R+4.8
Monica de la Cruz,R,2020,TX-15,1.6,R+1.6
Monique DeSpain,R,2024,OR-04,6.3,R+6.3
Monte Hodges,D,2022,AR-01,2.5,D+2.5
Morgan Carroll,D,2016,CO-06,-8.8,R+8.8
Morgan Griffith,R,2024,VA-09,-1.4,D+1.4
Morgan Luttrell,R,2024,TX-08,-2.0,D+2
Morgan McGarvey,D,2024,KY-03,1.7,D+1.7
Morgan Murtaugh,R,2018,CA-53,-1.5,D+1.5
Nan Hayworth,R,2014,NY-18,-6.4,D+6.4
Nancy Boyda,D,2024,KS-02,0.4,D+0.4
Nancy Goroff,D,2020,NY-01,-2.4,R+2.4
Nancy Hoyt,R,2014,MD-04,14.2,R+14.2
Nancy Jo Kemper,D,2016,KY-06,2.6,D+2.6
Nancy Mace,R,2024,SC-01,-1.1,D+1.1
Nancy Pelosi,D,2024,CA-11,-10.6,R+10.6
Nancy Soderberg,D,2018,FL-06,-0.8,R+0.8
Nanette Barragan,D,2024,CA-44,3.2,D+3.2
Naomi Andrews,D,2022,OK-02,4.2,D+4.2
Naomi Levin,R,2018,NY-10,4.4,R+4.4
Natalie Cline,D,2020,WV-01,5.6,D+5.6
Natasha Hill,D,2022,WA-05,-5.4,R+5.4
Nate Irvin,D,2014,MO-04,-3.0,R+3.0
Nate McMurray,D,2020,NY-27,0.6,D+0.6
Nathan Mathis*,D,2016,AL-02,32.1,D+32.1
Nathaniel Moran,R,2022,TX-01,2.8,R+2.8
Nathaniel Woodward,D,2024,UT-02,0.4,D+0.4
Neal Dunn,R,2024,FL-02,2.3,R+2.3
Neal Marchbanks,D,2014,TX-19,2.1,D+2.1
Neil Parrott,R,2024,MD-06,-0.8,D+0.8
Neil Young Jr.,R,2024,PA-06,1.5,R+1.5
Nellie Pou,D,2024,NJ-09,2.4,D+2.4
Neu James,D,2016,OH-05,-12.8,R+12.8
Nicholas Betts,D,2020,VA-06,-2.8,R+2.8
Nicholas Morse,R,2016,CO-02,4.5,R+4.5
Nick Begich,R,2024,AK-AL,-9.1,D+9.1
Nick Casey,D,2014,WV-02,10.7,D+10.7
Nick Di Iorio,R,2014,NY-12,-7.7,D+7.7
Nick Freitas,R,2020,VA-07,-2.3,D+2.3
Nick Haynes,D,2014,TX-17,2.7,D+2.7
Nick LaLota,R,2024,NY-01,-2.5,D+2.5
Nick Langworthy,R,2024,NY-23,6.7,R+6.7
Nick Mitchell,D,2022,UT-02,0.3,D+0.3
Nick Pierson,R,2018,AZ-03,4.0,R+4
Nick Rahall,D,2014,WV-03,8.0,D+8.0
Nick Rubando,D,2020,OH-05,-6.9,R+6.9
Nick Somberg,R,2024,MI-11,-0.3,D+0.3
Nick Stella,R,2018,IL-11,4.2,R+4.2
Nicolas Kimaz,R,2018,FL-22,-3.8,D+3.8
Nicole Malliotakis,R,2024,NY-11,2.6,R+2.6
Nicolee Ambrose,R,2022,MD-02,2.3,R+2.3
Nigel Bristow,D,2024,NC-09,2.3,D+2.3
Nikema Williams,D,2024,GA-05,-1.1,R+1.1
Niki Conforti,R,2024,IL-06,0.4,R+0.4
Niki Tsongas,D,2016,MA-03,13.2,D+13.2
Nikka Piterman,R,2020,CA-13,3.2,R+3.2
Nikki Budzinski,D,2024,IL-13,3.3,D+3.3
Niko Letsos,D,2014,TX-02,2.2,D+2.2
Nisha Sharma,R,2020,CA-11,6.2,R+6.2
Nita Lowey,D,2014,NY-17,2.3,D+2.3
Norm Mosher,D,2014,VA-01,-3.4,R+3.4
Norma Torres,D,2024,CA-35,-0.0,D+0
Nydia Velazquez,D,2024,NY-07,5.9,D+5.9
Nydia Velázquez,D,2014,NY-07,9.4,D+9.4
Odessa Kelly,D,2022,TN-07,1.4,D+1.4
Omar Navarro,R,2022,CA-43,3.1,R+3.1
Omar Qudrat,R,2018,CA-52,-2.7,D+2.7
Orlando Sonza,R,2024,OH-01,-1.7,D+1.7
Pam Byrnes,D,2014,MI-07,-1.1,R+1.1
Pam Genant,D,2024,NC-14,3.0,D+3
Pam Keith,D,2020,FL-18,-2.9,R+2.9
Pam May,D,2024,MO-06,-1.8,R+1.8
Pat Bryan,D,2016,TX-02,4.6,D+4.6
Pat Fallon,R,2024,TX-04,0.5,R+0.5
Pat Hackett,D,2020,IN-02,1.8,D+1.8
Pat Harrigan,R,2024,NC-10,-0.9,D+0.9
Pat Hays,D,2014,AR-02,1.9,D+1.9
Pat Kemp,D,2024,FL-15,2.6,D+2.6
Pat Maher,D,2014,NY-02,-23.5,R+23.5
Pat McDonough,R,2016,MD-02,-1.0,D+1
Pat Meehan,R,2016,PA-07,9.1,R+9.1
Pat Murphy,D,2014,IA-01,-7.3,R+7.3
Pat Ryan,D,2024,NY-18,8.1,D+8.1
Pat Tiberi,R,2016,OH-12,16.1,R+16.1
Patricia Ackerman,D,2020,NV-02,-1.7,R+1.7
Patricia McCracken,D,2016,GA-12,2.1,D+2.1
Patricia Timmons-Goodson,D,2020,NC-08,4.4,D+4.4
Patrick Delices,R,2020,NY-15,-5.0,D+5
Patrick Donovan,R,2018,RI-01,5.6,R+5.6
Patrick Gillespie,R,2024,TX-33,4.2,R+4.2
Patrick Harlan,R,2016,IL-17,-7.8,D+7.8
Patrick Largey,R,2024,HI-01,-17.1,D+17.1
Patrick Malloy,D,2016,CA-50,2.7,D+2.7
Patrick McGehearty,D,2014,TX-24,1.9,D+1.9
Patrick McHenry,R,2022,NC-10,0.2,R+0.2
Patrick Murphy,D,2014,FL-18,23.0,D+23.0
Patrick Schmidt,D,2022,KS-02,3.4,D+3.4
Patti Hewitt,D,2024,GA-01,-2.4,R+2.4
Patty Pansing Brooks,D,2022,NE-01,0.8,D+0.8
Paul Babeu,R,2016,AZ-01,-13.5,D+13.5
Paul Buskirk,D,2024,KS-01,-2.9,R+2.9
Paul Chabot,R,2016,CA-31,10.0,R+10
Paul Clements,D,2016,MI-06,-12.6,R+12.6
Paul Cook,R,2016,CA-08,-1.2,D+1.2
Paul Davis,D,2018,KS-02,4.8,D+4.8
Paul DeGroot,R,2022,NJ-11,-6.6,D+6.6
Paul Dilks,R,2018,NJ-01,6.3,R+6.3
Paul Gosar,R,2024,AZ-09,-4.0,D+4
Paul Hudson,R,2024,MI-03,-0.4,D+0.4
Paul Jones,R,2022,CA-44,-0.9,D+0.9
Paul Junge,R,2024,MI-08,-8.6,D+8.6
Paul King,R,2024,NY-05,5.1,R+5.1
Paul Lange,D,2022,IL-15,0.9,D+0.9
Paul M. Wright,R,2014,NC-04,-3.7,D+3.7
Paul Mitchell,R,2018,MI-10,2.4,R+2.4
Paul Ryan,R,2016,WI-01,19.2,R+19.2
Paul Spain,R,2016,FL-21,-2.0,D+2
Paul Steury,D,2022,IN-02,-5.5,R+5.5
Paul Theobald,D,2018,NE-03,-0.1,R+0.1
Paul Tonko,D,2024,NY-20,4.6,D+4.6
Paul Walker,D,2018,KY-01,4.7,D+4.7
Paul Wright,R,2018,NC-12,0.0,D+0
Paula Collins,D,2024,NY-21,-0.2,R+0.2
Paula Hawks,D,2016,SD-AL,5.4,D+5.4
Pearl Kim,R,2018,PA-05,6.0,R+6
Pedro Celis,R,2014,WA-01,-1.2,D+1.2
Perry Gershon,D,2018,NY-01,-0.6,R+0.6
Perry Schuckman,D,2014,KS-04,1.5,D+1.5
Pete Aguilar,D,2024,CA-33,1.1,D+1.1
Pete Crossland,D,2014,OH-16,1.0,D+1.0
Pete DiCianni,R,2016,IL-08,4.2,R+4.2
Pete Gallego,D,2016,TX-23,6.2,D+6.2
Pete Glidewell,D,2016,NC-06,5.7,D+5.7
Pete Olson,R,2018,TX-22,-6.0,D+6
Pete Sessions,R,2024,TX-17,0.7,R+0.7
Pete Stauber,R,2024,MN-08,-0.9,D+0.9
Pete Visclosky,D,2018,IN-01,4.3,D+4.3
Peter Anderson,D,2014,CA-39,-18.7,R+18.7
Peter Barca,D,2024,WI-01,-1.8,R+1.8
Peter Bono,R,2024,CA-50,4.1,R+4.1
Peter Clemens,D,2016,UT-01,5.1,D+5.1
Peter DeFazio,D,2020,OR-04,1.2,D+1.2
Peter Filler,D,2024,TX-02,-0.7,R+0.7
Peter Hernandez,R,2024,CA-18,6.9,R+6.9
Peter Jacob,D,2016,NJ-07,2.3,D+2.3
Peter Joffrion,D,2018,AL-05,7.8,D+7.8
Peter King,R,2018,NY-02,4.2,R+4.2
Peter Meijer,R,2020,MI-03,0.1,R+0.1
Peter Newberry,D,2014,KY-04,3.6,D+3.6
Peter Roskam,R,2018,IL-06,4.2,R+4.2
Peter T. King,R,2014,NY-02,23.5,R+23.5
Peter Tedeschi,R,2018,MA-09,-2.9,D+2.9
Peter Theron,R,2020,WI-02,3.1,R+3.1
Peter Welch,D,2020,VT-AL,5.3,D+5.3
Peter Yu,R,2018,CO-02,4.5,R+4.5
Phil Arballo,D,2020,CA-22,3.1,D+3.1
Phil Black,D,2014,SC-02,5.7,D+5.7
Phil Ehr,D,2024,FL-28,-2.7,R+2.7
Phil Oliva,R,2016,NY-18,-5.5,D+5.5
Phil Roe,R,2018,TN-01,5.3,R+5.3
Philanise White,R,2020,IL-01,4.3,R+4.3
Philip Rosenthal,R,2016,NY-10,2.5,R+2.5
Phillip Aronoff,R,2018,TX-29,-10.7,D+10.7
Phillip Price,D,2018,NC-11,3.6,D+3.6
Phyllis Harvey-Hall,D,2022,AL-02,-1.1,R+1.1
Pramila Jayapal,D,2024,WA-07,-9.1,R+9.1
Prasanth Reddy,R,2024,KS-03,-6.7,D+6.7
Preston Nouri,D,2024,PA-16,-0.7,R+0.7
Qasim Rashid,D,2020,VA-01,-6.4,R+6.4
Quacy Smith,D,2024,AZ-09,4.0,D+4
Quentin Potter,D,2020,OH-07,-4.1,R+4.1
Quinn Nystrom,D,2020,MN-08,-2.2,R+2.2
Quintessa Hathaway,D,2022,AR-02,-3.1,R+3.1
R,R,2024,LA-02,-7.7,D+7.7
R. Adam King,R,2014,CA-37,2.8,R+2.8
Rachel Bohman,D,2024,MN-01,-1.1,R+1.1
Rafael Dagnesses,R,2016,CA-26,-0.1,D+0.1
Raja Krishnamoorthi,D,2024,IL-08,3.1,D+3.1
Rajesh Mohan,R,2024,NJ-03,-1.4,D+1.4
Ralph Abraham,R,2018,LA-05,8.3,R+8.3
Ralph Norman,R,2024,SC-05,0.4,R+0.4
Ralph Scott Jr.,D,2024,NC-10,0.9,D+0.9
Ran Petel,R,2020,CA-14,1.4,R+1.4
Randal Cooper,D,2022,TN-06,4.7,D+4.7
Randall Olsen,D,2014,IL-16,-19.4,R+19.4
Randi McCallian,D,2024,MO-08,1.5,D+1.5
Randy Bryce,D,2018,WI-01,-10.0,R+10
Randy Cravens,D,2024,KY-06,-5.5,R+5.5
Randy Feenstra,R,2024,IA-04,-0.2,D+0.2
Randy Forbes,R,2014,VA-04,2.9,R+2.9
Randy Hultgren,R,2018,IL-14,-1.9,D+1.9
Randy Neugebauer,R,2014,TX-19,-2.1,D+2.1
Randy Niemeyer,R,2024,IN-01,-4.6,D+4.6
Randy Perkins,D,2016,FL-18,-2.5,R+2.5
Randy Wadkins,D,2018,MS-01,0.3,D+0.3
Randy Weber,R,2024,TX-14,-0.5,D+0.5
Rashad Lewis,D,2020,TX-36,0.5,D+0.5
Rashid Malik,D,2016,GA-07,5.5,D+5.5
Rashida Tlaib,D,2024,MI-12,1.7,D+1.7
Raul Barrera,D,2016,TX-27,10.1,D+10.1
Raul Garcia,D,2014,CA-23,-9.2,R+9.2
Raul Grijalva,D,2024,AZ-07,0.6,D+0.6
Raul Labrador,R,2016,ID-01,-9.6,D+9.6
Raul Ruiz,D,2024,CA-25,4.0,D+4
Ray Hartmann,D,2024,MO-02,2.0,D+2
Ray McCormick,D,2022,IN-08,3.9,D+3.9
Raymond Lenzi,D,2020,IL-12,-2.1,R+2.1
Raúl Grijalva,D,2014,AZ-03,-14.9,R+14.9
Rebecca Cooke,D,2024,WI-03,7.3,D+7.3
Rebekah Jones,D,2022,FL-01,9.9,D+9.9
Regan Deering,R,2022,IL-13,-5.5,D+5.5
Reid Ribble,R,2014,WI-08,14.6,R+14.6
Renee Ellmers,R,2014,NC-02,-9.4,D+9.4
Renee Hoagenson,D,2018,MO-04,-2.0,R+2
Renee Hoyos,D,2020,TN-02,-2.7,R+2.7
Renee Zeno,R,2018,NY-26,-13.4,D+13.4
Rey Gonzalez,R,2020,TX-34,-5.7,D+5.7
Rhonda Hart,D,2024,TX-14,0.5,D+0.5
Rhonda Palazzo,R,2020,KY-03,-3.2,D+3.2
Rhue Reis,R,2016,RI-02,-12.8,D+12.8
Ricardo de la Fuente,D,2020,TX-27,-0.2,R+0.2
Rich McCormick,R,2024,GA-07,1.4,R+1.4
Rich Nugent,R,2014,FL-11,1.8,R+1.8
Rich Pezzullo,R,2018,NJ-06,0.2,R+0.2
Richard Ausman,D,2022,WI-07,-0.8,R+0.8
Richard B. Fox,R,2014,CA-18,4.0,R+4.0
Richard Fox,R,2016,CA-18,8.3,R+8.3
Richard Grayson,D,2014,WY-AL,7.3,D+7.3
Richard Hudson,R,2024,NC-09,-2.3,D+2.3
Richard May,R,2014,OH-09,-7.0,D+7.0
Richard Morckel,R,2016,OH-13,-15.4,D+15.4
Richard Neal,D,2022,MA-01,-0.7,R+0.7
Richard Ojeda,D,2018,WV-03,19.3,D+19.3
Richard Priem,R,2016,NM-01,-8.8,D+8.8
Richard Reichard,D,2016,NY-11,-9.2,R+9.2
Richard Stallings,D,2014,ID-02,16.8,D+16.8
Richard Tisei,R,2014,MA-06,-1.4,D+1.4
Richmond Davis,R,2018,MD-07,5.9,R+5.9
Rick Allen,R,2024,GA-12,2.7,R+2.7
Rick Bryson,D,2016,NC-11,7.4,D+7.4
Rick Crawford,R,2024,AR-01,2.8,R+2.8
Rick Daugherty,D,2016,PA-15,-6.3,R+6.3
Rick Green,R,2018,MA-03,-3.4,D+3.4
Rick Jones,D,2022,UT-01,-4.3,R+4.3
Rick Kennedy,D,2020,TX-17,0.5,D+0.5
Rick Laib,R,2020,IL-11,1.1,R+1.1
Rick Larsen,D,2024,WA-02,2.2,D+2.2
Rick Neal,D,2018,OH-15,-9.5,R+9.5
Rick Neighbors,D,2022,AL-04,-0.7,R+0.7
Rick Nolan,D,2016,MN-08,5.7,D+5.7
Rick Seeberger,R,2018,TX-16,-4.7,D+4.7
Rickey Hobson,D,2016,TN-08,-5.9,R+5.9
Ricky Donovan,R,2020,NY-26,-14.1,D+14.1
Riley Moore,R,2024,WV-02,2.2,R+2.2
Risie Howard,D,2024,AR-04,-1.7,R+1.7
Rita Hart,D,2020,IA-02,4.6,D+4.6
Rita Ramirez,D,2016,CA-08,1.2,D+1.2
Ritchie Torres,D,2024,NY-15,-1.2,R+1.2
Ritesh Tandon,R,2022,CA-17,1.2,R+1.2
River Gassen,D,2024,CO-05,-2.6,R+2.6
Ro Khanna,D,2024,CA-17,-8.1,R+8.1
Rob Bishop,R,2018,UT-01,-0.5,D+0.5
Rob Bresnahan,R,2024,PA-08,-2.9,D+2.9
Rob Davidson,D,2018,MI-02,-1.3,R+1.3
Rob Lubin,D,2024,NY-02,-3.7,R+3.7
Rob Menendez Jr.,D,2024,NJ-08,-6.3,R+6.3
Rob Mercuri,R,2024,PA-17,-1.8,D+1.8
Rob Wittman,R,2024,VA-01,0.7,R+0.7
Rob Woodall,R,2018,GA-07,-6.6,D+6.6
Rob Zerban,D,2014,WI-01,-8.4,R+8.4
Robert Aderholt,R,2022,AL-04,0.7,R+0.7
Robert Ardini,R,2016,NY-12,1.2,R+1.2
Robert Asencio,D,2022,FL-28,-5.7,R+5.7
Robert Brady,D,2016,PA-01,-1.7,R+1.7
Robert Bumpers,R,2014,IL-07,3.0,R+3.0
Robert Burke,R,2024,MA-08,-11.0,D+11
Robert Burns,R,2022,NH-02,1.1,R+1.1
Robert Conaway,D,2014,CA-08,-6.6,R+6.6
Robert Derlet,D,2016,CA-04,0.8,D+0.8
Robert Dold,R,2016,IL-10,12.0,R+12
Robert Evans Jr.,R,2016,NY-13,6.6,R+6.6
Robert Fry,D,2014,OH-05,-7.8,R+7.8
Robert Garcia,D,2024,CA-42,-1.7,R+1.7
Robert Hurt,R,2014,VA-05,1.0,R+1.0
Robert Kennedy Jr.,D,2018,AL-01,2.1,D+2.1
Robert Klepinger,D,2016,OH-10,-16.8,R+16.8
Robert Lancia,R,2020,RI-02,-2.5,D+2.5
Robert Matthew Tager,D,2016,FL-12,-13.2,R+13.2
Robert Neeld,D,2016,FL-19,-4.5,R+4.5
Robert Patrick,R,2020,MI-14,-1.1,D+1.1
Robert Pittenger,R,2016,NC-09,-6.0,D+6
Robert Rochford,R,2024,FL-14,-4.3,D+4.3
Robert Schafranek,R,2022,TX-29,-10.5,D+10.5
Robert Steinberger,R,2024,MD-03,1.3,R+1.3
Robert Sutherland,R,2016,WA-01,8.0,R+8
Robert Thomas,R,2020,NC-04,1.6,R+1.6
Robert Vroman,R,2018,MO-01,1.7,R+1.7
Robert Williams,D,2020,PA-15,1.8,D+1.8
Robert Zimmerman,D,2022,NY-03,-3.9,R+3.9
Robin Chew,R,2014,CA-14,-4.2,D+4.2
Robin Fulford,D,2022,TX-02,1.9,D+1.9
Robin Kelly,D,2024,IL-02,-2.0,R+2
Robin Litaker,R,2024,AL-07,0.2,R+0.2
Rock Aboujaoude,D,2024,FL-12,-4.6,R+4.6
Rocky Lara,D,2014,NM-02,-16.6,R+16.6
Rod Blum,R,2018,IA-01,6.0,R+6
Rodney Davis,R,2020,IL-13,2.2,R+2.2
Rodney Frelinghuysen,R,2016,NJ-11,5.1,R+5.1
Rodney Govens,D,2024,AR-01,-2.8,R+2.8
Rodney L. Davis,R,2014,IL-13,2.9,R+2.9
Rodney Stooksbury,D,2016,GA-06,0.2,D+0.2
Roger Allison,R,2018,NC-01,3.9,R+3.9
Roger Day,D,2022,IN-04,-1.4,R+1.4
Roger Groh,R,2024,CA-44,-3.2,D+3.2
Roger Marshall,R,2018,KS-01,0.0,D+0
Roger Petersen,R,2016,CA-11,3.2,R+3.2
Roger Polack,D,2020,WI-01,-5.3,R+5.3
Roger Williams,R,2020,TX-25,-0.6,D+0.6
Ron Barber,D,2014,AZ-02,2.2,D+2.2
Ron Bassilian,R,2018,CA-37,0.8,R+0.8
Ron Cohen,R,2018,CA-17,4.8,R+4.8
Ron Curtis,R,2020,HI-01,-13.9,D+13.9
Ron DeSantis,R,2016,FL-06,-4.2,D+4.2
Ron DiNicola,D,2018,PA-16,5.5,D+5.5
Ron Dickey,D,2014,MS-01,1.2,D+1.2
Ron Drake,D,2016,IN-08,1.2,D+1.2
Ron Eller,R,2024,MS-02,-1.0,D+1
Ron Estes,R,2024,KS-04,1.3,R+1.3
Ron Gruett,D,2014,WI-08,-14.6,R+14.6
Ron Kind,D,2020,WI-03,6.1,D+6.1
Ron Leach,D,2014,KY-02,-0.2,R+0.2
Ron Varasteh,D,2016,CA-45,-3.2,R+3.2
Ron Weber,R,2020,OH-09,-4.0,D+4
Ron Wright,R,2020,TX-06,-0.5,D+0.5
Ronald Russell,R,2024,ME-01,0.0,D+0
Ronda Kennedy,R,2020,CA-26,4.9,R+4.9
Ronny Jackson,R,2022,TX-13,-5.1,D+5.1
Rosa DeLauro,D,2024,CT-03,0.1,D+0.1
Rose Izzo,R,2014,DE-AL,-2.3,D+2.3
Rose Penelope Yee,D,2024,CA-01,-2.9,R+2.9
Roseann Wofford,R,2014,MA-03,-2.5,D+2.5
Rosemary Becchi,R,2020,NJ-11,-0.5,D+0.5
Ross Spano,R,2018,FL-15,-2.0,D+2
Roy Cho,D,2014,NJ-05,10.2,D+10.2
Roy Rich,D,2016,OH-07,-6.5,R+6.5
Ruben Gallego,D,2022,AZ-03,5.1,D+5.1
Ruben Kihuen,D,2016,NV-04,3.1,D+3.1
Ruben Scolavino,D,2014,NJ-04,-9.4,R+9.4
Ruben Vargas,R,2024,NY-13,-1.4,D+1.4
Ruby Woodbridge,D,2016,TX-06,6.0,D+6
Rubén Hinojosa,D,2014,TX-15,-1.2,R+1.2
Rudy Peters,R,2018,CA-15,3.5,R+3.5
Rudy Recile,R,2024,CA-08,0.5,R+0.5
Rudy Salas,D,2024,CA-22,-2.2,R+2.2
Rudy Soto,D,2020,ID-01,1.7,D+1.7
Rudy Yakym,R,2024,IN-02,-1.2,D+1.2
Russ Fulcher,R,2024,ID-01,-0.5,D+0.5
Russell Foster,D,2020,TX-04,-0.4,R+0.4
Russell Fry,R,2024,SC-07,1.4,R+1.4
Russell Lambert,R,2018,CA-46,-2.3,D+2.3
Russell Prescott,R,2024,NH-01,-3.2,D+3.2
Ruth Torres,D,2024,TX-05,2.3,D+2.3
Ryan Costello,R,2016,PA-06,4.5,R+4.5
Ryan Derks,R,2020,MO-05,-1.3,D+1.3
Ryan Downing,R,2018,CA-38,1.0,R+1
Ryan Greene,D,2016,WY-AL,15.0,D+15
Ryan Mackenzie,R,2024,PA-07,0.1,R+0.1
Ryan McAdams,R,2018,VA-04,3.0,R+3
Ryan Melton,D,2024,IA-04,0.2,D+0.2
Ryan Solen,D,2016,WI-01,-19.2,R+19.2
Ryan Trundle,D,2018,LA-04,-6.9,R+6.9
Ryan Watts,D,2018,NC-06,-1.6,R+1.6
Ryan Zinke,R,2024,MT-01,-7.1,D+7.1
Sal Caiozzo,R,2018,RI-02,-6.3,D+6.3
Salud Carbajal,D,2024,CA-24,-3.0,R+3
Sam Aguilera-Marrero,D,2014,CA-22,-14.9,R+14.9
Sam Eppler,D,2024,TX-24,-0.0,D+0
Sam Graves,R,2024,MO-06,1.8,R+1.8
Sam Johnson,R,2016,TX-03,-5.0,D+5
Sam Peters,R,2022,NV-04,-1.5,D+1.5
Samantha Meadows,D,2024,OH-02,-0.8,R+0.8
Samuel Gaskins,D,2016,KY-01,1.9,D+1.9
Sandeep Srivastava,D,2024,TX-03,-1.0,R+1
Sander Levin,D,2016,MI-09,5.3,D+5.3
Sandra Whitten,R,2020,TX-28,-10.7,D+10.7
Sandy Kennedy,D,2024,FL-08,-0.2,R+0.2
Sandy Smith,R,2022,NC-01,-1.1,D+1.1
Sanford Bishop,D,2024,GA-02,3.0,D+3
Sanjay Patel,D,2018,FL-08,-1.9,R+1.9
Santos Limon,D,2024,TX-23,-4.2,R+4.2
Sara Dady,D,2018,IL-16,-7.2,R+7.2
Sara Jacobs,D,2024,CA-51,-4.2,R+4.2
Sarah Corkery,D,2024,IA-02,-2.8,R+2.8
Sarah Elfreth,D,2024,MD-03,-1.3,R+1.3
Sarah Freeman,D,2024,TN-08,-1.8,R+1.8
Sarah Hammond,D,2020,PA-11,1.1,D+1.1
Sarah Lloyd,D,2016,WI-06,1.3,D+1.3
Sarah McBride,D,2024,DE-AL,0.1,D+0.1
Sarah Palin,R,2022,AK-AL,-22.1,D+22.1
Sargis Sangari,R,2020,IL-09,5.3,R+5.3
Scott Baugh,R,2024,CA-47,0.4,R+0.4
Scott Brion,D,2014,PA-10,-1.4,R+1.4
Scott Collier,R,2024,MD-07,-2.8,D+2.8
Scott DesJarlais,R,2024,TN-04,-1.0,D+1
Scott Desjarlais,R,2018,TN-04,-3.7,D+3.7
Scott Fegler,R,2024,NJ-06,-4.1,D+4.1
Scott Fitzgerald,R,2024,WI-05,1.0,R+1
Scott Franklin,R,2024,FL-18,-1.0,D+1
Scott Fuhrman,D,2016,FL-27,-8.0,R+8
Scott Garrett,R,2016,NJ-05,-14.3,D+14.3
Scott Giblin,R,2020,CA-05,-1.9,D+1.9
Scott Gryder,R,2022,IL-14,1.1,R+1.1
Scott Huffman,D,2022,NC-08,0.5,D+0.5
Scott Jones,R,2016,CA-07,6.1,R+6.1
Scott Perry,R,2024,PA-10,-8.8,D+8.8
Scott Peters,D,2024,CA-50,-4.1,R+4.1
Scott Rigell,R,2014,VA-02,0.6,R+0.6
Scott Taylor,R,2020,VA-02,-2.7,D+2.7
Scott Tipton,R,2018,CO-03,2.8,R+2.8
Scott Walker,R,2018,DE-AL,-4.9,D+4.9
Scott Wallace,D,2018,PA-01,-12.3,R+12.3
Scott Wharton,D,2016,OH-15,-9.7,R+9.7
Scotty Moore,R,2022,FL-09,0.0,R+0
Sean Carrigan,D,2018,SC-02,3.4,D+3.4
Sean Casten,D,2024,IL-06,-0.4,R+0.4
Sean Duffy,R,2018,WI-07,5.4,R+5.4
Sean Eldridge,D,2014,NY-19,-17.4,R+17.4
Sean Flynn,R,2018,CA-31,2.7,R+2.7
Sean Parnell,R,2020,PA-17,-0.1,D+0.1
Sean Patrick Maloney,D,2022,NY-17,-1.7,R+1.7
Sean Seibert,R,2014,TX-18,6.8,R+6.8
Sean Smith,R,2024,MO-05,0.7,R+0.7
Sergei Matveyuk,R,2024,CO-07,2.0,R+2
Seth Cohen,R,2024,IL-09,1.8,R+1.8
Seth Grossman,R,2018,NJ-02,-0.3,D+0.3
Seth Hall,D,2018,KY-04,1.7,D+1.7
Seth Magaziner,D,2024,RI-02,5.8,D+5.8
Seth Moulton,D,2022,MA-06,-1.8,R+1.8
Shamaine Daniels,D,2022,PA-10,1.1,D+1.1
Shane Bolling,R,2020,CO-01,3.7,R+3.7
Shannon Freshour,D,2020,OH-04,2.0,D+2
Shante Munns,D,2022,FL-11,-2.7,R+2.7
Sharice Davids,D,2024,KS-03,6.7,D+6.7
Sharna Wahlgren,R,2014,MN-04,0.9,R+0.9
Sharon Brannigan,R,2014,IL-03,-19.2,D+19.2
Sharon Clahchischilliage,R,2024,NM-03,-4.5,D+4.5
Sharon Sund,D,2014,MN-03,-16.5,R+16.5
Shaun Brown,D,2016,VA-02,-13.2,R+13.2
Shawn Denney,D,2014,IN-05,-5.2,R+5.2
Shawn Harris,D,2024,GA-14,12.5,D+12.5
Shawna Roberts,D,2020,OH-06,1.1,D+1.1
Sheila Cherfilus-McCormick,D,2022,FL-20,2.0,D+2
Sheila Jackson Lee,D,2022,TX-18,2.1,D+2.1
Shelli Yoder,D,2016,IN-09,9.1,D+9.1
Shelly Schratz,R,2016,NY-26,-20.7,D+20.7
Sheri Biggs,R,2024,SC-03,4.7,R+4.7
Sheryl Johnson,D,2024,SD-AL,-9.9,R+9.9
Shireen Ghorbani,D,2018,UT-02,3.4,D+3.4
Shirlene Ostrov,R,2016,HI-01,-13.7,D+13.7
Shirley McKellar,D,2018,TX-01,-0.6,R+0.6
Shirley Ringo,D,2014,ID-01,10.3,D+10.3
Shomari Figures,D,2024,AL-02,2.2,D+2.2
