Year,Chamber,Geography,Democrat,Republican,WAR,Sortable
2018,House,MI-05,Dan Kildee,Travis Wines,D+5.2,-5.2
2018,House,MI-06,Matt Longjohn,Fred Upton,R+4,4.0
2018,House,MI-07,Gretchen Driskell,Tim Walberg,R+0.3,0.3
2018,House,MI-08,Elissa Slotkin,Mike Bishop,D+2.4,-2.4
2018,House,MI-09,Andy Levin,Candius Stearns,D+3.9,-3.9
2018,House,MI-10,Kimberly Bizon,Paul Mitchell,R+2.4,2.4
2018,House,MI-11,Haley Stevens,Lena Epstein,D+2.8,-2.8
2018,House,MI-12,Debbie Dingell,Jeff Jones,D+0.1,-0.1
2018,House,MI-14,Brenda Lawrence,Marc Herschfus,R+3.4,3.4
2018,House,MN-01,Dan Feehan,Jim Hagedorn,D+3.9,-3.9
2018,House,MN-02,Angie Craig,Jason Lewis,R+1.3,1.3
2018,House,MN-03,Dean Phillips,Erik Paulsen,R+4.1,4.1
2018,House,MN-04,Betty McCollum,Greg Ryan,R+5.1,5.1
2018,House,MN-05,Ilhan Omar,Jennifer Zielinski,R+11.3,11.3
2018,House,MN-06,Ian Todd,Tom Emmer,R+1,1.0
2018,House,MN-07,Collin Peterson,Dave Hughes,D+21.9,-21.9
2018,House,MN-08,Joe Radinovich,Pete Stauber,R+0.9,0.9
2018,House,MS-01,Randy Wadkins,Trent Kelly,D+0.3,-0.3
2018,House,MS-03,Michael Evans,Michael Guest,D+0.8,-0.8
2018,House,MS-04,Jeramey Anderson,Steven Palazzo,D+4.4,-4.4
2018,House,MO-01,Lacy Clay,Robert Vroman,R+1.7,1.7
2018,House,MO-02,Cort VanOstran,Ann Wagner,D+2.7,-2.7
2018,House,MO-03,Katy Geppert,Blaine Luetkemeyer,D+2.8,-2.8
2018,House,MO-04,Renee Hoagenson,Vicky Hartzler,R+2,2.0
2018,House,MO-05,Emanuel Cleaver,Jacob Turk,D+2.8,-2.8
2018,House,MO-06,Henry Martin,Sam Graves,R+5.9,5.9
2018,House,MO-07,Jamie Schoolcraft,Billy Long,D+5.4,-5.4
2018,House,MO-08,Kathy Ellis,Jason Smith,R+0.9,0.9
2018,House,MT-AL,Kathleen Williams,Greg Gianforte,D+9.6,-9.6
2018,House,NE-01,Jessica McClure,Jeff Fortenberry,R+1.8,1.8
2018,House,NE-02,Kara Eastman,Don Bacon,R+2.2,2.2
2018,House,NE-03,Paul Theobald,Adrian Smith,R+0.1,0.1
2018,House,NV-01,Dina Titus,Joyce Bentley,D+2.5,-2.5
2018,House,NV-02,Clint Koble,Mark Amodei,R+4.2,4.2
2018,House,NV-03,Susie Lee,Danny Tarkanian,D+7.8,-7.8
2018,House,NV-04,Steven Horsford,Cresent Hardy,D+0,0.0
2018,House,NH-01,Chris Pappas,Eddie Edwards,R+0.1,0.1
2018,House,NH-02,Annie Kuster,Steve Negron,R+2.3,2.3
2018,House,NJ-01,Donald Norcross,Paul Dilks,R+6.3,6.3
2018,House,NJ-02,Jeff Van Drew,Seth Grossman,D+0.3,-0.3
2018,House,NJ-03,Andy Kim,Tom MacArthur,R+2.2,2.2
2018,House,NJ-04,Josh Welle,Chris Smith,R+6,6.0
2018,House,NJ-05,Josh Gottheimer,John McCann,D+5.2,-5.2
2018,House,NJ-06,Frank Pallone,Rich Pezzullo,R+0.2,0.2
2018,House,NJ-07,Tom Malinowski,Leonard Lance,R+1.9,1.9
2018,House,NJ-08,Albio Sires,John Muniz,D+0.1,-0.1
2018,House,NJ-09,Bill Pascrell,Eric Fisher,D+0.1,-0.1
2018,House,NJ-10,Donald Payne,Agha Khan,D+1.6,-1.6
2018,House,NJ-11,Mikie Sherrill,Jay Webber,D+6.3,-6.3
2018,House,NJ-12,Bonnie Watson Coleman,Daryl Kipnis,R+5.9,5.9
2018,House,NM-01,Deb Haaland,Janice Arnold-Jones,R+1.8,1.8
2018,House,NM-02,Xochitl Torres Small,Yvette Herrell,D+7.6,-7.6
2018,House,NM-03,Ben Ray Lujan,Jerald McFall,D+7.1,-7.1
2018,House,NY-01,Perry Gershon,Lee Zeldin,R+0.6,0.6
2018,House,NY-02,Liuba Grechen Shirley,Peter King,R+4.2,4.2
2018,House,NY-03,Tom Suozzi,Dan DeBono,D+3.5,-3.5
2018,House,NY-04,Kathleen Rice,Ameer Benno,D+2,-2.0
2018,House,NY-09,Yvette Clarke,Lutchi Gayot,D+2.6,-2.6
2018,House,NY-10,Jerrold Nadler,Naomi Levin,R+4.4,4.4
2018,House,NY-11,Max Rose,Dan Donovan,D+8.3,-8.3
2018,House,NY-12,Carolyn Maloney,Eliot Rabin,R+4.8,4.8
2018,House,NY-13,Adriano Espaillat,Jineea Butler,R+0.5,0.5
2018,House,NY-14,Alexandria Ocasio-Cortez,Anthony Pappas,D+9.1,-9.1
2018,House,NY-15,Jose Serrano,Jason Gonzalez,D+12.1,-12.1
2018,House,NY-18,Sean Patrick Maloney,James O'Donnell,D+0.8,-0.8
2018,House,NY-19,Antonio Delgado,John Faso,D+2.4,-2.4
2018,House,NY-20,Paul Tonko,Francis Vitollo,D+5.6,-5.6
2018,House,NY-21,Tedra Cobb,Elise Stefanik,R+9.7,9.7
2018,House,NY-22,Anthony Brindisi,Claudia Tenney,D+7.4,-7.4
2018,House,NY-23,Tracy Mitrano,Tom Reed,R+2.1,2.1
2018,House,NY-24,Dana Balter,John Katko,R+18.9,18.9
2018,House,NY-25,Joe Morelle,Jim Maxwell,R+6.8,6.8
2018,House,NY-26,Brian Higgins,Renee Zeno,D+13.4,-13.4
2018,House,NY-27,Nate McMurray,Chris Collins,D+15.6,-15.6
2018,House,NC-01,GK Butterfield,Roger Allison,R+3.9,3.9
2018,House,NC-02,Linda Coleman,George Holding,D+1.1,-1.1
2018,House,NC-04,David Price,Steve Von Loor,D+2.5,-2.5
2018,House,NC-05,DD Adams,Virginia Foxx,D+0.7,-0.7
2018,House,NC-06,Ryan Watts,Mark Walker,R+1.6,1.6
2018,House,NC-07,Kyle Horton,David Rouzer,D+0.4,-0.4
2018,House,NC-08,Frank McNeill,Richard Hudson,D+1.3,-1.3
2018,House,NC-09,Dan McCready,Mark Harris,D+6.1,-6.1
2018,House,NC-10,David Brown,Patrick McHenry,D+4,-4.0
2018,House,NC-11,Phillip Price,Mark Meadows,D+3.6,-3.6
2018,House,NC-12,Alma Adams,Paul Wright,D+0,0.0
2018,House,NC-13,Kathy Manning,Ted Budd,R+1.5,1.5
2018,House,ND-AL,Mac Schneider,Kelly Armstrong,D+2.6,-2.6
2018,House,OH-01,Aftab Pureval,Steve Chabot,R+2.5,2.5
2018,House,OH-02,Jill Schiller,Brad Wenstrup,R+5.7,5.7
2018,House,OH-03,Joyce Beatty,James Burgess,R+1,1.0
2018,House,OH-04,Janet Garrett,Jim Jordan,R+4.4,4.4
2018,House,OH-05,Michael Galbraith,Bob Latta,R+8.3,8.3
2018,House,OH-06,Shawna Roberts,Bill Johnson,R+3.2,3.2
2018,House,OH-07,Ken Harbaugh,Bob Gibbs,D+2.3,-2.3
2018,House,OH-08,Vanessa Enoch,Warren Davidson,R+1.9,1.9
2018,House,OH-09,Marcy Kaptur,Steve Kraus,D+0.6,-0.6
2018,House,OH-10,Theresa Gasper,Mike Turner,R+12.7,12.7
2018,House,OH-11,Marcia Fudge,Beverly Goldstein,R+6.3,6.3
2018,House,OH-12,Danny O'Connor,Troy Balderson,D+1.2,-1.2
2018,House,OH-13,Tim Ryan,Chris DePizzo,D+0.6,-0.6
2018,House,OH-14,Betsy Rader,David Joyce,R+6.1,6.1
2018,House,OH-15,Rick Neal,Steve Stivers,R+9.5,9.5
2018,House,OH-16,Susan Moran Palmer,Anthony Gonzalez,R+2.8,2.8
2018,House,OK-01,Tim Gilpin,Kevin Hern,D+5.1,-5.1
2018,House,OK-02,Jason Nichols,Markwayne Mullin,D+6.4,-6.4
2018,House,OK-03,Frankie Robbins,Frank Lucas,D+0.5,-0.5
2018,House,OK-04,Mary Brannon,Tom Cole,D+2.4,-2.4
2018,House,OK-05,Kendra Horn,Steve Russell,D+8,-8.0
2018,House,OR-01,Suzanne Bonamici,John Verbeek,R+0.7,0.7
2018,House,OR-02,Jamie McLeod-Skinner,Greg Walden,R+1.6,1.6
2018,House,OR-03,Earl Blumenauer,Tom Harrison,R+5.3,5.3
2018,House,OR-04,Peter DeFazio,Art Robinson,D+3.5,-3.5
2018,House,OR-05,Kurt Schrader,Mark Callahan,R+1.1,1.1
2018,House,PA-01,Scott Wallace,Brian Fitzpatrick,R+12.3,12.3
2018,House,PA-02,Brendan Boyle,David Torres,R+0.2,0.2
2018,House,PA-03,Dwight Evans,Bryan Leib,R+5.8,5.8
2018,House,PA-04,Madeleine Dean,Dan David,R+0.7,0.7
2018,House,PA-05,Mary Gay Scanlon,Pearl Kim,R+6,6.0
2018,House,PA-06,Chrissy Houlahan,Greg McCauley,R+1.7,1.7
2018,House,PA-07,Susan Wild,Marty Nothstein,R+0.6,0.6
2018,House,PA-08,Matt Cartwright,John Chrin,D+6.1,-6.1
2018,House,PA-09,Denny Wolff,Dan Meiser,R+0.5,0.5
2018,House,PA-10,George Scott,Scott Perry,R+0.8,0.8
2018,House,PA-11,Jess King,Lloyd Smucker,D+0.3,-0.3
2018,House,PA-12,Marc Friedenberg,Tom Marino,R+2.5,2.5
2018,House,PA-13,Brent Ottaway,John Joyce,R+3.6,3.6
2018,House,PA-14,Bibiana Boerio,Guy Reschenthaler,D+3.6,-3.6
2018,House,PA-15,Susan Boser,Glenn Thompson,R+0.1,0.1
2018,House,PA-16,Ron DiNicola,Mike Kelly,D+5.5,-5.5
2018,House,PA-17,Conor Lamb,Keith Rothfus,D+7.8,-7.8
2018,House,RI-01,David Cicilline,Patrick Donovan,R+5.6,5.6
2018,House,RI-02,Jim Langevin,Sal Caiozzo,D+6.3,-6.3
2018,House,SC-01,Joe Cunningham,Katie Arrington,D+10,-10.0
2018,House,SC-02,Sean Carrigan,Joe Wilson,D+3.4,-3.4
2018,House,SC-03,Mary Geren,Jeff Duncan,R+3.3,3.3
2018,House,SC-04,Brandon Brown,William Timmons,R+1,1.0
2018,House,SC-05,Archie Parnell,Ralph Norman,R+2.4,2.4
2018,House,SC-06,Jim Clyburn,Gerhard Gressmann,R+2.3,2.3
2018,House,SC-07,Robert Williams,Tom Rice,R+2.7,2.7
2018,House,SD-AL,Tim Bjorkman,Dusty Johnson,R+2.9,2.9
2018,House,TN-01,Marty Olsen,Phil Roe,R+5.3,5.3
2018,House,TN-02,Renee Hoyos,Tim Burchett,R+1.6,1.6
2018,House,TN-03,Danielle Mitchell,Chuck Fleischmann,D+0.5,-0.5
2018,House,TN-04,Mariah Phillips,Scott Desjarlais,D+3.7,-3.7
2018,House,TN-05,Jim Cooper,Jody Ball,D+8.8,-8.8
2018,House,TN-06,Dawn Barlow,John Rose,D+3.8,-3.8
2018,House,TN-07,Justin Kanew,Mark Green,R+0.4,0.4
2018,House,TN-08,Erika Stotts Pearson,David Kustoff,R+3.5,3.5
2018,House,TN-09,Steve Cohen,Charlotte Bergmann,R+0.3,0.3
2018,House,TX-01,Shirley McKellar,Louie Gohmert,R+0.6,0.6
2018,House,TX-02,Todd Litton,Dan Crenshaw,D+3.5,-3.5
2018,House,TX-03,Lorie Burch,Van Taylor,D+6.9,-6.9
2018,House,TX-04,Catherine Krantz,John Ratcliffe,R+1.7,1.7
2018,House,TX-05,Dan Wood,Lance Gooden,D+1.7,-1.7
2018,House,TX-06,Jana Lynne Sanchez,Ron Wright,D+3,-3.0
2018,House,TX-07,Lizzie Fletcher,John Culberson,D+6.2,-6.2
2018,House,TX-08,Steven David,Kevin Brady,D+3.6,-3.6
2018,House,TX-10,Mike Siegel,Michael McCaul,D+6.1,-6.1
2018,House,TX-11,Jennie Lou Leeder,Mike Conaway,R+1.6,1.6
2018,House,TX-12,Vanessa Adia,Kay Granger,D+0.4,-0.4
2018,House,TX-13,Greg Sagan,Mac Thornberry,R+1.7,1.7
2018,House,TX-14,Adrienne Bell,Randy Weber,R+1,1.0
2018,House,TX-15,Vicente Gonzalez,Tim Westley,D+5,-5.0
2018,House,TX-16,Veronica Escobar,Rick Seeberger,D+4.7,-4.7
2018,House,TX-17,Rick Kennedy,Bill Flores,D+3.5,-3.5
2018,House,TX-18,Sheila Jackson Lee,Ava Pate,R+1.4,1.4
2018,House,TX-19,Miguel Levario,Jodey Arrington,R+0.2,0.2
2018,House,TX-21,Joseph Kopser,Chip Roy,D+5.7,-5.7
2018,House,TX-22,Sri Preston Kulkarni,Pete Olson,D+6,-6.0
2018,House,TX-23,Gina Ortiz Jones,Will Hurd,R+1.4,1.4
2018,House,TX-24,Jan McDowell,Kenny Marchant,D+7,-7.0
2018,House,TX-25,Julie Oliver,Roger Williams,D+5,-5.0
2018,House,TX-26,Linsey Fagamn,Michael Burgess,D+9.2,-9.2
2018,House,TX-27,Eric Holguin,Michael Cloud,D+0.6,-0.6
2018,House,TX-29,Sylvia Garcia,Phillip Aronoff,D+10.7,-10.7
2018,House,TX-31,MJ Hegar,John Carter,D+7.7,-7.7
2018,House,TX-32,Colin Allred,Pete Sessions,D+5.2,-5.2
2018,House,TX-33,Marc Veasey,Willie Billups,D+5.6,-5.6
2018,House,TX-34,Filemon Vela,Rey Gonzalez,R+0.9,0.9
2018,House,TX-35,Lloyd Doggett,David Smalling,D+10,-10.0
2018,House,TX-36,Dayna Steele,Brian Babin,R+0.5,0.5
2018,House,UT-01,Lee Castillo,Rob Bishop,D+0.5,-0.5
2018,House,UT-02,Shireen Ghorbani,Chris Stewart,D+3.4,-3.4
2018,House,UT-03,James Singer,John Curtis,R+3.6,3.6
2018,House,UT-04,Ben McAdams,Mia Love,D+14.6,-14.6
2018,House,VT-AL,Peter Welch,Anya Tynio,D+1.9,-1.9
2018,House,VA-01,Vangie Williams,Rob Wittman,R+1.8,1.8
2018,House,VA-02,Elaine Luria,Scott Taylor,R+0.7,0.7
2018,House,VA-04,Donald McEachin,Ryan McAdams,R+3,3.0
2018,House,VA-05,Leslie Cockburn,Denver Riggleman,R+3.7,3.7
2018,House,VA-06,Jennifer Lewis,Ben Cline,R+1.8,1.8
2018,House,VA-07,Abigail Spanberger,Dave Brat,D+2.8,-2.8
2018,House,VA-08,Don Beyer,Thomas Oh,R+9.5,9.5
2018,House,VA-09,Anthony Flaccavento,Morgan Griffith,D+2.1,-2.1
2018,House,VA-10,Jennifer Wexton,Barbara Comstock,R+1.7,1.7
2018,House,VA-11,Gerry Connolly,Jeff Dove,R+0.7,0.7
2018,House,WA-01,Suzan DelBene,Jeffrey Beeler,R+7.9,7.9
2018,House,WA-03,Carolyn Long,Jaime Herrera Beutler,R+4.5,4.5
2018,House,WA-04,Christine Brown,Dan Newhouse,R+4.2,4.2
2018,House,WA-05,Lisa Brown,Cathy McMorris Rodgers,R+1.8,1.8
2018,House,WA-06,Derek Kilmer,Douglas Dightman,D+3.9,-3.9
2018,House,WA-07,Pramila Jayapal,Craig Keller,R+14.8,14.8
2018,House,WA-08,Kim Schrier,Dino Rossi,R+4.7,4.7
2018,House,WA-10,Denny Heck,Joseph Brumbles,D+0.4,-0.4
2018,House,WV-01,Kendra Fershee,David McKinley,R+1.3,1.3
2018,House,WV-02,Talley Sergent,Alex Mooney,D+9.5,-9.5
2018,House,WV-03,Richard Ojeda,Carol Miller,D+19.3,-19.3
2018,House,WI-01,Randy Bryce,Bryan Steil,R+10,10.0
2018,House,WI-03,Ron Kind,Steve Toft,D+11,-11.0
2018,House,WI-04,Gwen Moore,Tim Rogers,R+5.5,5.5
2018,House,WI-05,Tom Palzewicz,Jim Sensenbrenner,R+7.5,7.5
2018,House,WI-06,Dan Kohl,Glenn Grothman,R+2,2.0
2018,House,WI-07,Margaret Engbretson,Sean Duffy,R+5.4,5.4
2018,House,WI-08,Beau Liegeois,Mike Gallagher,R+15.3,15.3
2018,House,WY-AL,Greg Hunter,Liz Cheney,D+6.2,-6.2
2018,Senate,Ohio,Sherrod Brown,Jim Renacci,D+3.9,-3.9
2018,Senate,Pennsylvania,Bob Casey,Lou Barletta,D+2.9,-2.9
2018,Senate,Wisconsin,Tammy Baldwin,Leah Vukmir,D+2.2,-2.2
2018,Senate,Missouri,Claire McCaskill,Josh Hawley,D+4.3,-4.3
2018,Senate,Indiana,Joe Donnelly,Mike Braun,D+3.3,-3.3
2018,Senate,North Dakota,Heidi Heitkamp,Kevin Cramer,D+15.5,-15.5
2018,Senate,Minnesota Special,Tina Smith,Karin Housley,R+0.7,0.7
2018,Senate,Minnesota,Amy Klobuchar,Jim Newberger,D+9.5,-9.5
2018,Senate,Michigan,Debbie Stabenow,John James,R+3,3.0
2018,Senate,West Virginia,Joe Manchin,Patrick Morrissey,D+27.3,-27.3
2018,Senate,Virginia,Tim Kaine,Corey Stewart,D+1.4,-1.4
2018,Senate,Maryland,Ben Cardin,Tony Campbell,D+1.9,-1.9
2018,Senate,Delaware,Tom Carper,Rob Arlett,D+1.5,-1.5
2018,Senate,Maine,Angus King (Ind),Eric Brakey,D+10,-10.0
2018,Senate,New Jersey,Robert Menendez,Bob Hugin,R+10.1,10.1
2018,Senate,Texas,Beto O'Rourke,Ted Cruz,D+5.8,-5.8
2018,Senate,New York,Kirsten Gillibrand,Chele Farley,D+1.1,-1.1
2018,Senate,Connecticut,Chris Murphy,Matthew Corey,R+3,3.0
2018,Senate,Rhode Island,Sheldon Whitehouse,Robert Flanders,R+4.8,4.8
2018,Senate,Massachusetts,Elizabeth Warren,Geoff Diehl,R+9.4,9.4
2018,Senate,Vermont,Bernie Sanders (Ind),Lawrence Zupan,D+0.1,-0.1
2018,Senate,Montana,Jon Tester,Matt Rosendale,D+14.7,-14.7
2018,Senate,Wyoming,Gary Trauner,John Barrasso,D+5.3,-5.3
2018,Senate,Nebraska,Jane Raybould,Deb Fischer,D+2.5,-2.5
2018,Senate,Utah,Jenny Wilson,Mitt Romney,R+4.6,4.6
2018,Senate,Nevada,Jacky Rosen,Dean Heller,D+0.5,-0.5
2018,Senate,Arizona,Kyrsten Sinema,Martha McSally,D+4.1,-4.1
2018,Senate,Washington,Maria Cantwell,Susan Hutchinson,R+8.4,8.4
2018,Senate,Tennessee,Phil Bredesen,Marsha Blackburn,D+9.1,-9.1
2018,Senate,Mississippi Special,Mike Espy,Cindy Hyde-Smith,D+9.5,-9.5
2018,Senate,Mississippi,David Baria,Roger Wicker,D+0.7,-0.7
2018,Senate,Florida,Bill Nelson,Rick Scott,R+1.1,1.1
2018,Senate,Hawaii,Mazie Hirono,Ron Curtis,D+0.2,-0.2
2018,Senate,Alabama,Doug Jones,Roy Moore,D+23.5,-23.5
2016,Senate,Alabama,Ron Crumpton,Richard Shelby,D+8,-8.0
2016,Senate,Arizona,Ann Kirkpatrick,John McCain,D+1.5,-1.5
2016,Senate,Arkansas,Conner Eldridge,John Boozman,D+8.7,-8.7
2016,Senate,Colorado,Michael Bennet,Darryl Glenn,R+1,1.0
2016,Senate,Connecticut,Richard Blumenthal,Dan Carter,D+7.5,-7.5
2016,Senate,Florida,Patrick Murphy,Marco Rubio,R+0.2,0.2
2016,Senate,Georgia,Jim Barksdale,Johnny Isakson,D+3.7,-3.7
2016,Senate,Hawaii,Brian Schatz,John Carroll,D+6.9,-6.9
2016,Senate,Idaho,Jerry Sturgill,Mike Crapo,D+3.2,-3.2
2016,Senate,Illinois,Tammy Duckworth,Mark Kirk,D+4.1,-4.1
2016,Senate,Indiana,Evan Bayh,Todd Young,D+6,-6.0
2016,Senate,Iowa,Patty Judge,Chuck Grassley,R+11.4,11.4
2016,Senate,Kansas,Patrick Wiesner,Jerry Moran,D+0.9,-0.9
2016,Senate,Kentucky,Jim Gray,Rand Paul,D+18.4,-18.4
2016,Senate,Louisiana,Foster Campbell,John Kennedy,D+4.5,-4.5
2016,Senate,Maryland,Chris Van Hollen,Kathy Szeliga,R+0.8,0.8
2016,Senate,Missouri,Jason Kander,Roy Blunt,D+17,-17.0
2016,Senate,Nevada,Catherine Cortez Masto,Joe Heck,R+0.2,0.2
2016,Senate,New Hampshire,Maggie Hassan,Kelly Ayotte,D+4.4,-4.4
2016,Senate,New York,Chuck Schumer,Wendy Long,D+18.1,-18.1
2016,Senate,North Carolina,Deborah Ross,Richard Burr,D+4.4,-4.4
2016,Senate,North Dakota,Eliot Glassheim,John Hoeven,R+24.3,24.3
2016,Senate,Ohio,Ted Strickland,Rob Portman,R+10.6,10.6
2016,Senate,Oklahoma,Mike Workman,James Lankford,D+2.7,-2.7
2016,Senate,Oregon,Ron Wyden,Mark Callahan,D+6.5,-6.5
2016,Senate,Pennsylvania,Katie McGinty,Pat Toomey,D+3,-3.0
2016,Senate,South Carolina,Thomas Dixon,Tim Scott,R+0.1,0.1
2016,Senate,South Dakota,Jay Williams,John Thune,R+10.3,10.3
2016,Senate,Utah,Misty Snow,Mike Lee,R+1.9,1.9
2016,Senate,Vermont,Pat Leahy,Scott Milne,R+6.8,6.8
2016,Senate,Washington,Patty Murray,Chris Vance,R+2,2.0
2016,Senate,Wisconsin,Russ Feingold,Ron Johnson,R+0,0.0
2016,House,AK-AL,Steve Lindbeck,Don Young,D+7.8,-7.8
2016,House,AL-02,Nathan Mathis*,Martha Roby,D+32.1,-32.1
2016,House,AL-03,Jesse Smith,Mike Rogers,D+6.8,-6.8
2016,House,AL-05,Will Boyd Jr.,Mo Brooks,D+8.5,-8.5
2016,House,AL-06,David Putman,Gary Palmer,D+9.3,-9.3
2016,House,AR-02,Dianne Curry,French Hill,R+0.4,0.4
2016,House,AZ-01,Tom O'Halleran,Paul Babeu,D+13.5,-13.5
2016,House,AZ-02,Matt Heinz,Martha McSally,R+4.2,4.2
2016,House,AZ-04,Mikel Weisser,Paul Gosar,D+5.4,-5.4
2016,House,AZ-05,Talia Fuentes,Andy Biggs,D+3.4,-3.4
2016,House,AZ-06,John Williamson,David Schweikert,D+1.4,-1.4
2016,House,AZ-07,Ruben Gallego,Eve Nunez,D+3.1,-3.1
2016,House,AZ-09,Kyrsten Sinema,Dave Giles,D+7.8,-7.8
2016,House,CA-01,Jim Reed,Doug LaMalfa,D+10.2,-10.2
2016,House,CA-02,Jared Huffman,Dale Mensing,D+4.6,-4.6
2016,House,CA-03,John Garamendi,Eugene Cleek,D+2.3,-2.3
2016,House,CA-04,Robert Derlet,Tom McClintock,D+0.8,-0.8
2016,House,CA-05,Mike Thompson,Carlos Santamaria,D+5.6,-5.6
2016,House,CA-06,Doris Matsui,Bob Evans,D+4.9,-4.9
2016,House,CA-07,Ami Bera,Scott Jones,R+6.1,6.1
2016,House,CA-08,Rita Ramirez,Paul Cook,D+1.2,-1.2
2016,House,CA-09,Jerry McNerney,Tony Amador,R+7.1,7.1
2016,House,CA-10,Michael Eggman,Jeff Denham,D+1.4,-1.4
2016,House,CA-11,Mark DeSaulnier,Roger Petersen,R+3.2,3.2
2016,House,CA-13,Barbara Lee,Sue Caro,R+1.6,1.6
2016,House,CA-14,Jackie Speier,Angel Cardenas,D+4,-4.0
2016,House,CA-15,Eric Swalwell,Danny Turner,D+2.4,-2.4
2016,House,CA-16,Jim Costa,Johnny Tacherra,R+7.7,7.7
2016,House,CA-18,Anna Eshoo,Richard Fox,R+8.3,8.3
2016,House,CA-19,Zoe Lofgren,Burt Lancaster,R+2,2.0
2016,House,CA-20,Jimmy Panetta,Casey Lucius,R+4.5,4.5
2016,House,CA-21,Emilio Huerta,David Valadao,R+17,17.0
2016,House,CA-22,Louie Campos,Devin Nunes,R+11.5,11.5
2016,House,CA-23,Wendy Reed,Kevin McCarthy,R+3.2,3.2
2016,House,CA-24,Salud Carbajal,Justin Fareed,R+6,6.0
2016,House,CA-25,Bryan Caforio,Steve Knight,R+0.8,0.8
2016,House,CA-26,Julia Brownley,Rafael Dagnesses,D+0.1,-0.1
2016,House,CA-27,Judy Chu,Jack Orswell,R+0.2,0.2
2016,House,CA-28,Adam Schiff,Lenore Solis,D+5.3,-5.3
2016,House,CA-30,Brad Sherman,Mark Reed,D+3,-3.0
2016,House,CA-31,Pete Aguilar,Paul Chabot,R+10,10.0
2016,House,CA-33,Ted Lieu,Kenneth Wright,R+4.9,4.9
2016,House,CA-35,Norma Torres,Tyler Fischella,D+3.6,-3.6
2016,House,CA-36,Raul Ruiz,Jeff Stone,D+14.2,-14.2
2016,House,CA-38,Linda Sanchez,Ryan Downing,D+3.7,-3.7
2016,House,CA-39,Brett Murdock,Ed Royce,R+4.5,4.5
2016,House,CA-41,Mark Takano,Doug Shepherd,D+0.6,-0.6
2016,House,CA-42,Tim Sheridan,Ken Calvert,D+6.6,-6.6
2016,House,CA-43,Maxine Waters,Omar Navarro,R+10.1,10.1
2016,House,CA-45,Ron Varasteh,Mimi Walters,R+3.2,3.2
2016,House,CA-47,Alan Lowenthal,Andy Whallon,R+2.1,2.1
2016,House,CA-48,Suzanne Savary,Dana Rohrabacher,R+1.2,1.2
2016,House,CA-49,Doug Applegate,Darrell Issa,D+5.5,-5.5
2016,House,CA-50,Patrick Malloy,Duncan Hunter,D+2.7,-2.7
2016,House,CA-51,Juan Vargas,Juan Hidalgo,R+0.3,0.3
2016,House,CA-52,Scott Peters,Denise Gitsham,R+2.6,2.6
2016,House,CA-53,Susan Davis,James Veltmeyer,D+0.9,-0.9
2016,House,CO-01,Diana DeGette,Charles Stockham,R+5.7,5.7
2016,House,CO-02,Jared Polis,Nicholas Morse,R+4.5,4.5
2016,House,CO-03,Gail Schwartz,Scott Tipton,D+0.9,-0.9
2016,House,CO-04,Bob Seay,Ken Buck,R+2,2.0
2016,House,CO-05,Misty Plowright,Doug Lamborn,R+0.2,0.2
2016,House,CO-06,Morgan Carroll,Mike Coffman,R+8.8,8.8
2016,House,CO-07,Ed Perlmutter,George Athanasopoulos,R+1.9,1.9
2016,House,CT-01,John Larson,Matthew Corey,R+3.2,3.2
2016,House,CT-02,Joe Courtney,Daria Irene Novak,D+11.9,-11.9
2016,House,CT-03,Rosa DeLauro,Angel Cadena,D+8.2,-8.2
2016,House,CT-04,Jim Himes,John Shaban,R+1.2,1.2
2016,House,CT-05,Elizabeth Esty,Clay Cope,D+1.6,-1.6
2016,House,DE-AL,Lisa Blunt Rochester,Hans Reigle,R+1.5,1.5
2016,House,FL-01,Steven Specht,Matt Gaetz,D+7,-7.0
2016,House,FL-02,Walter Dartland,Neal Dunn,D+1.4,-1.4
2016,House,FL-03,Kenneth McGurn,Ted Yoho,D+4.8,-4.8
2016,House,FL-04,David E. Bruderly,John Rutherford,R+23.9,23.9
2016,House,FL-05,Al Lawson,Glo Smith,D+1.8,-1.8
2016,House,FL-06,William McCullough,Ron DeSantis,D+4.2,-4.2
2016,House,FL-07,Stephanie Murphy,John Mica,D+6.8,-6.8
2016,House,FL-08,Corry Westbrook,Bill Posey,R+3.5,3.5
2016,House,FL-09,Darren Soto,Wayne Liebnitzky,D+3.1,-3.1
2016,House,FL-10,Val Demings,Thuy Lowe,D+5.6,-5.6
2016,House,FL-11,Dave Koller,Daniel Webster,D+1.6,-1.6
2016,House,FL-12,Robert Matthew Tager,Gus Michael Bilirakis,R+13.2,13.2
2016,House,FL-13,Charlie Crist,David Jolly,D+4.5,-4.5
2016,House,FL-14,Kathy Castor,Christine Quinn,D+2,-2.0
2016,House,FL-15,Jim Lange,Dennis Ross,D+4.2,-4.2
2016,House,FL-16,Jan Schneider,Vern Buchanan,D+0.4,-0.4
2016,House,FL-17,April Freeman,Tom Rooney,D+3.6,-3.6
2016,House,FL-18,Randy Perkins,Brian Mast,R+2.5,2.5
2016,House,FL-19,Robert Neeld,Francis Rooney,R+4.5,4.5
2016,House,FL-20,Alcee Hastings,Gary Stein,R+7.1,7.1
2016,House,FL-21,Lois Frankel,Paul Spain,D+2,-2.0
